,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9258,12276117,JE120166,01/20/2021 07:22:00 AM,001XX N WELLS ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,122,1,42.0,32,06,1174701.0,1901579.0,2021,01/27/2021 03:54:59 PM,41.885326395999996,-87.63391971799999,"(41.885326396, -87.633919718)"
35060,12316412,JE170403,03/16/2021 10:45:00 AM,016XX W HOWARD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,False,False,2422,24,49.0,1,14,1164065.0,1950345.0,2021,03/23/2021 05:03:34 PM,42.01937388,-87.67159413799999,"(42.01937388, -87.671594138)"
39087,12324587,JE180129,03/14/2021 09:30:00 AM,038XX S INDIANA AVE,0460,BATTERY,SIMPLE,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,False,False,212,2,3.0,35,08B,1178232.0,1879533.0,2021,03/30/2021 04:49:43 PM,41.824751025,-87.621624429,"(41.824751025, -87.621624429)"
34976,12315685,JE169442,03/15/2021 10:00:00 AM,025XX W FITCH AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,2411,24,50.0,2,06,1158028.0,1947355.0,2021,03/22/2021 04:53:29 PM,42.011295157,-87.69389180299999,"(42.011295157, -87.693891803)"
11069,12276881,JE121446,01/23/2021 07:00:00 PM,012XX W LAKE ST,0810,THEFT,OVER $500,STREET,False,False,1224,12,27.0,28,06,1168233.0,1901587.0,2021,01/30/2021 03:51:02 PM,41.88549055,-87.657670994,"(41.88549055, -87.657670994)"
29254,12310910,JE163739,03/02/2021 09:00:00 AM,005XX E 33RD ST,0820,THEFT,$500 AND UNDER,STREET,False,False,211,2,4.0,35,06,1180360.0,1883173.0,2021,03/11/2021 03:45:08 PM,41.834690813,-87.613705645,"(41.834690813, -87.613705645)"
52606,12344490,JE204421,04/19/2021 11:08:00 PM,001XX N PARKSIDE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1512,15,29.0,25,08A,1138578.0,1900413.0,2021,04/26/2021 04:49:14 PM,41.88285803,-87.76659936200001,"(41.88285803, -87.766599362)"
4054,12259928,JE101625,01/02/2021 04:10:00 PM,037XX W GRAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2535,25,27.0,23,08B,1151111.0,1908117.0,2021,01/16/2021 03:49:23 PM,41.903762254,-87.720375159,"(41.903762254, -87.720375159)"
13068,12280064,JE125178,01/27/2021 11:01:00 PM,025XX N KOSTNER AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,2524,25,31.0,20,04A,1146604.0,1916856.0,2021,02/03/2021 03:58:22 PM,41.927830119,-87.736707279,"(41.927830119, -87.736707279)"
25920,12302101,JE153170,02/26/2021 03:45:00 PM,025XX S BLUE ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1034,10,25.0,31,14,1161331.0,1886997.0,2021,03/05/2021 03:49:32 PM,41.845600518000005,-87.683422021,"(41.845600518, -87.683422021)"
4993,12266694,JE109409,01/11/2021 08:40:00 AM,078XX S ESSEX AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,421,4,7.0,43,14,1194218.0,1853541.0,2021,01/18/2021 04:01:40 PM,41.753049024,-87.563831077,"(41.753049024, -87.563831077)"
29197,12312396,JE165421,03/03/2021 06:00:00 PM,005XX E 87TH PL,0810,THEFT,OVER $500,RESIDENCE,False,False,632,6,9.0,44,06,1181448.0,1847088.0,2021,03/13/2021 03:48:24 PM,41.735645158000004,-87.610826125,"(41.735645158, -87.610826125)"
33558,12314193,JE167404,03/12/2021 10:30:00 PM,029XX S STATE ST,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,133,1,3.0,35,06,1176763.0,1885284.0,2021,03/19/2021 04:51:13 PM,41.840565491999996,-87.62684018700001,"(41.840565492, -87.626840187)"
54424,12347398,JE207961,04/23/2021 04:10:00 PM,018XX S BLUE ISLAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1233,12,25.0,31,08B,1167207.0,1891266.0,2021,04/30/2021 04:49:54 PM,41.857190995,-87.66173517899998,"(41.857190995, -87.661735179)"
54548,12351700,JE212891,04/05/2021 01:30:00 PM,018XX W 18TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1234,12,25.0,31,06,1164324.0,1891432.0,2021,04/30/2021 04:48:04 PM,41.857707908,-87.672312713,"(41.857707908, -87.672312713)"
14944,12282679,JE128465,01/31/2021 02:03:00 PM,031XX N HARLEM AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,2511,25,29.0,18,04A,1127530.0,1920166.0,2021,02/07/2021 03:46:17 PM,41.937255979,-87.806723546,"(41.937255979, -87.806723546)"
50174,12340064,JE199193,04/14/2021 12:35:00 PM,001XX S LAVERGNE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1533,15,28.0,25,08A,1143280.0,1899070.0,2021,04/21/2021 04:52:37 PM,41.879086168,-87.749366761,"(41.879086168, -87.749366761)"
53889,12350466,JE211632,04/16/2021 12:17:00 PM,007XX E 105TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,512,5,9.0,50,06,1183032.0,1835158.0,2021,04/29/2021 04:49:22 PM,41.702871159000004,-87.605392565,"(41.702871159, -87.605392565)"
4826,12266721,JE109559,01/11/2021 11:25:00 AM,031XX W MADISON ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1124,11,28.0,27,08A,1155513.0,1899851.0,2021,01/18/2021 04:01:40 PM,41.88099212,-87.704428042,"(41.88099212, -87.704428042)"
45788,12333962,JE191392,04/06/2021 09:00:00 AM,002XX W 83RD ST,0560,ASSAULT,SIMPLE,BANK,False,True,622,6,21.0,44,08A,1175944.0,1849925.0,2021,04/13/2021 05:27:07 PM,41.74355527,-87.630905732,"(41.74355527, -87.630905732)"
47187,12339353,JE198255,04/09/2021 09:00:00 AM,051XX W JACKSON BLVD,0890,THEFT,FROM BUILDING,NURSING / RETIREMENT HOME,False,False,1533,15,28.0,25,06,1142017.0,1898181.0,2021,04/16/2021 05:26:56 PM,41.876670128,-87.75402636700001,"(41.876670128, -87.754026367)"
22542,12301434,JE151601,02/12/2021 07:00:00 AM,027XX N WHIPPLE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1411,14,32.0,22,06,,,2021,02/26/2021 03:47:53 PM,,,
9332,12274588,JE118667,01/20/2021 11:50:00 PM,032XX S LITUANICA AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,913,9,11.0,60,04B,1170831.0,1883595.0,2021,01/27/2021 03:54:59 PM,41.836062559,-87.64865759799999,"(41.836062559, -87.648657598)"
35760,12317550,JE171798,03/17/2021 04:00:00 PM,050XX S ST LAWRENCE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,223,2,4.0,38,11,1181113.0,1871541.0,2021,03/24/2021 05:06:10 PM,41.802754367,-87.611301361,"(41.802754367, -87.611301361)"
54847,12348401,JE209187,04/24/2021 09:42:00 PM,012XX W 81ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,613,6,21.0,71,08B,1169307.0,1851067.0,2021,05/01/2021 04:48:16 PM,41.746835171,-87.655191157,"(41.746835171, -87.655191157)"
54305,12347645,JE208270,04/23/2021 10:11:00 PM,023XX N KILPATRICK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2522,25,36.0,19,08B,1144676.0,1915114.0,2021,04/30/2021 04:49:54 PM,41.923086494,-87.743836026,"(41.923086494, -87.743836026)"
41458,12326689,JE182831,03/28/2021 05:00:00 PM,049XX W GEORGE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,2521,25,31.0,19,14,1142895.0,1918828.0,2021,04/04/2021 05:01:16 PM,41.933311494,-87.750287319,"(41.933311494, -87.750287319)"
28691,12309429,JE162015,03/03/2021 05:00:00 PM,059XX N DRAKE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1711,17,39.0,13,11,1151643.0,1939174.0,2021,03/10/2021 03:48:52 PM,41.988974559,-87.71760147,"(41.988974559, -87.71760147)"
4878,12267282,JE110133,01/11/2021 07:54:00 PM,066XX S BLACKSTONE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,321,3,5.0,42,04B,1187336.0,1861115.0,2021,01/18/2021 04:01:40 PM,41.773998898,-87.588810286,"(41.773998898, -87.588810286)"
38789,12322558,JE177751,03/23/2021 06:30:00 PM,055XX N CENTRAL AVE,0560,ASSAULT,SIMPLE,ALLEY,False,False,1622,16,45.0,11,08A,1137860.0,1936565.0,2021,03/30/2021 04:51:43 PM,41.982075976,-87.768361131,"(41.982075976, -87.768361131)"
23716,12299015,JE149395,02/22/2021 11:45:00 PM,076XX S COLFAX AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,421,4,7.0,43,04A,1194851.0,1854779.0,2021,03/01/2021 03:46:28 PM,41.756430631,-87.561470724,"(41.756430631, -87.561470724)"
18617,12291050,JE138969,02/10/2021 08:00:00 AM,054XX N LAWLER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1621,16,39.0,12,11,1142034.0,1936070.0,2021,02/19/2021 03:45:56 PM,41.980641083,-87.75302239,"(41.980641083, -87.75302239)"
10341,12279523,JE124605,01/17/2021 09:00:00 PM,016XX E 67TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,332,3,5.0,43,06,1188468.0,1860889.0,2021,01/29/2021 03:44:00 PM,41.773351769,-87.58466787200001,"(41.773351769, -87.584667872)"
57084,12351531,JE212854,04/28/2021 11:51:00 AM,055XX N KENMORE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,2023,20,48.0,77,08A,1168247.0,1937041.0,2021,05/05/2021 04:52:00 PM,41.982777739,-87.656591889,"(41.982777739, -87.656591889)"
54220,12351568,JE213095,04/08/2021 11:30:00 AM,008XX E 79TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,624,6,8.0,69,06,1183138.0,1852806.0,2021,04/30/2021 04:48:04 PM,41.751296874,-87.60445723299999,"(41.751296874, -87.604457233)"
60132,12356871,JE219510,05/04/2021 02:21:00 PM,001XX W 87TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,622,6,21.0,44,14,1176740.0,1847273.0,2021,05/11/2021 05:00:54 PM,41.736259984,-87.62806878200001,"(41.736259984, -87.628068782)"
60048,12355999,JE218509,05/03/2021 04:40:00 PM,051XX N CALIFORNIA AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,True,False,2031,20,40.0,4,08B,1156765.0,1934174.0,2021,05/10/2021 04:53:33 PM,41.975151720999996,-87.698898226,"(41.975151721, -87.698898226)"
9595,12274201,JE118306,01/20/2021 11:00:00 AM,036XX W MONTROSE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1723,17,35.0,16,11,1151450.0,1929001.0,2021,01/27/2021 03:54:59 PM,41.961063022,-87.718579873,"(41.961063022, -87.718579873)"
35571,12319170,JE173569,03/15/2021 12:00:00 PM,014XX W PRATT BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,2432,24,49.0,1,06,1165506.0,1945279.0,2021,03/23/2021 05:00:56 PM,42.005442001,-87.666436678,"(42.005442001, -87.666436678)"
1166,12260294,JE101932,01/03/2021 07:47:00 AM,046XX N ELSTON AVE,0810,THEFT,OVER $500,ATHLETIC CLUB,False,False,1722,17,39.0,14,06,1146385.0,1930786.0,2021,01/16/2021 03:49:23 PM,41.966059402,-87.73715598700001,"(41.966059402, -87.737155987)"
58957,12354778,JE217091,05/01/2021 07:26:00 PM,006XX N ASHLAND AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GAS STATION,False,False,1215,12,1.0,24,10,1165609.0,1904556.0,2021,05/08/2021 04:51:07 PM,41.893693999,-87.667222147,"(41.893693999, -87.667222147)"
31592,12311409,JE164285,03/09/2021 08:00:00 PM,007XX N MILWAUKEE AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1214,12,27.0,24,06,1169567.0,1904871.0,2021,03/16/2021 04:52:52 PM,41.89447314,-87.652676661,"(41.89447314, -87.652676661)"
24288,12303899,JE155273,02/09/2021 09:00:00 AM,088XX S EAST END AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,412,4,8.0,48,06,1189095.0,1846723.0,2021,03/02/2021 03:47:53 PM,41.734463985,-87.58282246899998,"(41.734463985, -87.582822469)"
27917,12307956,JE160272,03/01/2021 10:30:00 PM,010XX N AUSTIN BLVD,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1511,15,29.0,25,06,1136177.0,1906386.0,2021,03/09/2021 03:52:09 PM,41.899291891,-87.77527342299999,"(41.899291891, -87.775273423)"
18604,12292238,JE140670,02/12/2021 02:00:00 PM,022XX N MULLIGAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False,2512,25,36.0,19,11,1133712.0,1914237.0,2021,02/19/2021 03:48:53 PM,41.920879661,-87.78414284700001,"(41.920879661, -87.784142847)"
2653,12264242,JE106597,01/08/2021 08:00:00 AM,005XX E 91ST PL,0560,ASSAULT,SIMPLE,APARTMENT,False,True,633,6,9.0,44,08A,1181393.0,1844425.0,2021,01/16/2021 03:49:23 PM,41.728338838,-87.61110948700001,"(41.728338838, -87.611109487)"
50487,12341652,JE201091,04/15/2021 08:15:00 AM,061XX N DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2413,24,40.0,2,14,1161890.0,1940464.0,2021,04/22/2021 04:48:57 PM,41.992306017,-87.67987540200001,"(41.992306017, -87.679875402)"
2260,12263460,JE105683,01/07/2021 06:00:00 AM,002XX S STATE ST,0460,BATTERY,SIMPLE,CTA PLATFORM,False,False,113,1,42.0,32,08B,1176417.0,1899156.0,2021,01/16/2021 03:49:23 PM,41.878638996,-87.627691486,"(41.878638996, -87.627691486)"
32412,12312656,JE165729,03/10/2021 10:00:00 PM,049XX W AINSLIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1623,16,45.0,12,14,1142745.0,1932132.0,2021,03/17/2021 04:51:25 PM,41.969821657,-87.75050608,"(41.969821657, -87.75050608)"
44769,12332200,JE189695,04/04/2021 10:45:00 PM,063XX S STONY ISLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,314,3,20.0,42,08B,1187960.0,1863364.0,2021,04/11/2021 05:07:26 PM,41.780155491,-87.586451255,"(41.780155491, -87.586451255)"
7553,12270689,JE114115,01/16/2021 12:20:00 AM,0000X E WACKER PL,0810,THEFT,OVER $500,HOTEL / MOTEL,False,True,111,1,42.0,32,06,1176974.0,1902140.0,2021,01/23/2021 03:54:52 PM,41.886814670999996,-87.625555956,"(41.886814671, -87.625555956)"
6113,12269693,JE112034,01/13/2021 09:45:00 PM,044XX N MAGNOLIA AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1913,19,46.0,3,08A,1167113.0,1929578.0,2021,01/20/2021 03:53:42 PM,41.962323538,-87.660977879,"(41.962323538, -87.660977879)"
949,12259770,JE101419,01/02/2021 02:53:00 PM,055XX S WHIPPLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,824,8,14.0,63,08B,1156991.0,1867721.0,2021,01/16/2021 03:49:23 PM,41.792793752,-87.69987098200001,"(41.792793752, -87.699870982)"
50410,12341134,JE200113,04/15/2021 11:35:00 AM,017XX W ALTGELD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,False,False,1931,19,32.0,7,11,1164602.0,1916830.0,2021,04/22/2021 04:48:57 PM,41.927396075,-87.670572187,"(41.927396075, -87.670572187)"
28556,12306443,JE158303,03/03/2021 06:10:00 PM,064XX N RIDGE BLVD,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False,2412,24,50.0,2,08B,1162579.0,1942878.0,2021,03/10/2021 03:48:52 PM,41.998915651,-87.67727301,"(41.998915651, -87.67727301)"
40646,12325846,JE181707,03/27/2021 07:38:00 PM,047XX S PULASKI RD,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,True,True,821,8,14.0,57,08B,1150495.0,1872847.0,2021,04/03/2021 05:04:00 PM,41.806989136999995,-87.72355794,"(41.806989137, -87.72355794)"
2745,12268414,JE111423,01/07/2021 09:40:00 PM,074XX S YATES BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,334,3,7.0,43,06,1193493.0,1856195.0,2021,01/16/2021 03:49:23 PM,41.760349571999996,-87.566401164,"(41.760349572, -87.566401164)"
42573,12329041,JE185562,03/31/2021 05:30:00 PM,017XX N KEDZIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1421,14,26.0,23,14,1154774.0,1911520.0,2021,04/07/2021 05:14:05 PM,41.913027775,-87.70682872200001,"(41.913027775, -87.706828722)"
53894,12347404,JE208010,04/22/2021 03:00:00 PM,020XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,False,False,132,1,3.0,33,14,1177528.0,1890620.0,2021,04/29/2021 04:51:45 PM,41.855190551,-87.623871195,"(41.855190551, -87.623871195)"
40525,12328961,JE185668,03/03/2021 11:00:00 AM,035XX S CALIFORNIA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,911,9,12.0,58,11,1158280.0,1881095.0,2021,04/02/2021 05:01:07 PM,41.829467562,-87.694779951,"(41.829467562, -87.694779951)"
49205,12339096,JE197997,04/13/2021 09:10:00 AM,031XX W ARMITAGE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1414,14,32.0,22,06,1155045.0,1913118.0,2021,04/20/2021 04:49:35 PM,41.917407385,-87.70579017,"(41.917407385, -87.70579017)"
61429,12358432,JE221387,05/06/2021 08:00:00 AM,088XX S SAGINAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,423,4,7.0,46,08B,1195414.0,1846871.0,2021,05/13/2021 05:03:37 PM,41.734716571,-87.559668054,"(41.734716571, -87.559668054)"
36574,12321381,JE176532,03/19/2021 03:00:00 PM,004XX E 41ST ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,214,2,3.0,38,11,1179773.0,1877905.0,2021,03/26/2021 05:00:56 PM,41.820248497,-87.61602087700001,"(41.820248497, -87.616020877)"
17415,12287911,JE135000,02/07/2021 11:20:00 AM,047XX S ADA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,933,9,20.0,61,14,1168128.0,1873302.0,2021,02/14/2021 03:47:33 PM,41.807876201,-87.658872309,"(41.807876201, -87.658872309)"
43913,12330503,JE187269,04/02/2021 01:42:00 PM,002XX N LONG AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,1523,15,28.0,25,14,1140302.0,1901173.0,2021,04/09/2021 05:06:35 PM,41.88491215,-87.760250037,"(41.88491215, -87.760250037)"
6440,12271892,JE115583,01/14/2021 03:30:00 PM,015XX W GRACE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1922,19,44.0,6,11,1165510.0,1925318.0,2021,01/21/2021 03:51:43 PM,41.950668278,-87.666993228,"(41.950668278, -87.666993228)"
11192,12276309,JE120725,01/23/2021 01:30:00 AM,042XX W MONROE ST,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,1115,11,28.0,26,08A,1148129.0,1899324.0,2021,01/30/2021 03:51:02 PM,41.879691255,-87.731555371,"(41.879691255, -87.731555371)"
10735,12276171,JE120553,01/22/2021 08:00:00 PM,129XX S TORRENCE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,WAREHOUSE,False,False,433,4,10.0,55,14,1195808.0,1819859.0,2021,01/29/2021 03:46:26 PM,41.660583161,-87.559114191,"(41.660583161, -87.559114191)"
51316,12342205,JE201723,04/17/2021 01:41:00 AM,002XX S STATE ST,0460,BATTERY,SIMPLE,CTA TRAIN,True,False,113,1,42.0,32,08B,1176417.0,1899156.0,2021,04/24/2021 05:01:22 PM,41.878638996,-87.627691486,"(41.878638996, -87.627691486)"
21996,12295406,JE144803,02/18/2021 09:00:00 AM,045XX W MONROE ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1113,11,28.0,26,06,1145916.0,1899274.0,2021,02/25/2021 03:51:59 PM,41.879596342,-87.739682545,"(41.879596342, -87.739682545)"
61344,12364230,JE228579,03/08/2021 07:00:00 AM,078XX S KEELER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,834,8,18.0,70,11,,,2021,05/13/2021 05:03:37 PM,,,
53190,12345198,JE205294,04/20/2021 11:23:00 PM,012XX S WABASH AVE,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,True,False,131,1,3.0,33,06,1176963.0,1894850.0,2021,04/27/2021 04:51:22 PM,41.866810739,-87.625817031,"(41.866810739, -87.625817031)"
3072,12263737,JE106045,01/04/2021 07:00:00 PM,086XX S COTTAGE GROVE AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,632,6,6.0,44,06,1183071.0,1847869.0,2021,01/16/2021 03:49:23 PM,41.737750767,-87.604855911,"(41.737750767, -87.604855911)"
5404,12267646,JE110465,01/12/2021 09:55:00 AM,014XX W 88TH ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,False,2222,22,21.0,71,04A,1168415.0,1846395.0,2021,01/19/2021 03:53:51 PM,41.734033784,-87.658593902,"(41.734033784, -87.658593902)"
35452,12316516,JE170558,03/16/2021 02:11:00 PM,027XX W 59TH ST,0560,ASSAULT,SIMPLE,CONVENIENCE STORE,False,False,824,8,16.0,66,08A,1158964.0,1865414.0,2021,03/23/2021 05:03:34 PM,41.786422905,-87.69269921899998,"(41.786422905, -87.692699219)"
12063,12278718,JE122550,01/25/2021 08:13:00 AM,062XX S WABASH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,311,3,20.0,40,14,1177789.0,1863654.0,2021,02/01/2021 03:48:35 PM,41.78118765,-87.623730594,"(41.78118765, -87.623730594)"
27401,12303835,JE155267,02/28/2021 05:33:00 PM,020XX W 79TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,611,6,18.0,71,14,1164199.0,1852262.0,2021,03/07/2021 03:52:28 PM,41.750223372,-87.67387467299999,"(41.750223372, -87.673874673)"
6683,12286071,JE131967,02/02/2021 05:00:00 PM,059XX N KILPATRICK AVE,0810,THEFT,OVER $500,STREET,False,False,1711,17,39.0,12,06,1143951.0,1939226.0,2021,02/09/2021 03:47:29 PM,41.989265517,-87.74589263799999,"(41.989265517, -87.745892638)"
45454,12333277,JE190960,04/06/2021 09:30:00 AM,015XX N KINGSBURY ST,0810,THEFT,OVER $500,GROCERY FOOD STORE,False,False,1822,18,27.0,8,06,1169505.0,1910252.0,2021,04/13/2021 05:27:07 PM,41.909240284,-87.65274758,"(41.909240284, -87.65274758)"
45997,12335812,JE194056,03/02/2021 07:30:00 PM,016XX W HUBBARD ST,0810,THEFT,OVER $500,STREET,False,False,1215,12,1.0,24,06,1165587.0,1903167.0,2021,04/13/2021 05:20:07 PM,41.889882948,-87.66734254100002,"(41.889882948, -87.667342541)"
59301,12354557,JE216712,05/02/2021 02:28:00 AM,087XX S WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2221,22,21.0,71,08B,1165175.0,1846595.0,2021,05/09/2021 04:55:50 PM,41.734651703000004,-87.67045812299999,"(41.734651703, -87.670458123)"
7922,12271483,JE115103,01/17/2021 01:34:00 AM,065XX N GLENWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2432,24,49.0,1,08B,1165745.0,1943674.0,2021,01/24/2021 03:47:22 PM,42.001032736999996,-87.66560343299999,"(42.001032737, -87.665603433)"
26234,12312287,JE165342,03/10/2021 07:49:00 PM,082XX S MARQUETTE AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,423,4,7.0,46,08B,1195599.0,1850943.0,2021,03/17/2021 04:51:25 PM,41.745885906,-87.55885605299999,"(41.745885906, -87.558856053)"
37034,12318796,JE173175,03/19/2021 09:15:00 AM,051XX N ALBANY AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,False,False,1713,17,33.0,14,08B,1154786.0,1933725.0,2021,03/26/2021 05:00:56 PM,41.973959628,-87.70618779,"(41.973959628, -87.70618779)"
18848,12291413,JE139491,02/11/2021 01:00:00 PM,091XX S CLYDE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,413,4,7.0,48,11,1191767.0,1844824.0,2021,02/19/2021 03:45:56 PM,41.729188594,-87.57309507299999,"(41.729188594, -87.573095073)"
16265,12289260,JE136822,01/08/2021 12:00:00 AM,015XX S SANGAMON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1232,12,11.0,28,11,1170443.0,1892718.0,2021,02/11/2021 03:45:22 PM,41.861105328,-87.64981485700001,"(41.861105328, -87.649814857)"
46618,12335045,JE193221,04/07/2021 04:00:00 PM,059XX S HONORE ST,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,False,False,714,7,15.0,67,06,1165037.0,1865236.0,2021,04/15/2021 05:31:06 PM,41.785808121,-87.670437437,"(41.785808121, -87.670437437)"
57976,12353593,JE215583,04/30/2021 10:30:00 PM,052XX W NORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2532,25,37.0,25,14,1140898.0,1910128.0,2021,05/07/2021 04:49:27 PM,41.909474793,-87.757840819,"(41.909474793, -87.757840819)"
52306,12344740,JE203779,04/19/2021 11:39:00 AM,076XX S STEWART AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,621,6,17.0,69,14,1174947.0,1854378.0,2021,04/26/2021 04:49:14 PM,41.755797128000005,-87.634426259,"(41.755797128, -87.634426259)"
35492,12316933,JE170986,03/16/2021 08:45:00 PM,082XX S EBERHART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,631,6,6.0,44,08B,1181008.0,1850499.0,2021,03/23/2021 05:03:34 PM,41.74501546,-87.612333405,"(41.74501546, -87.612333405)"
55924,12349735,JE210817,04/26/2021 01:30:00 PM,015XX W JUNEWAY TER,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,False,2422,24,49.0,1,04A,1164602.0,1951400.0,2021,05/03/2021 04:48:50 PM,42.022257405,-87.669587939,"(42.022257405, -87.669587939)"
